,textID,text,selected_text,sentiment
15823,ea7bc30d23,"Killed a pigeon today  Thought it was going to move out the way of the car.. next thing I know, BANG feathers in the rear view mirror RIP","Killed a pigeon today  Thought it was going to move out the way of the car.. next thing I know, BANG feathers in the rear view mirror RIP",negative
15827,9644dba91a," Wish I'd had the balls, but with my 2 kids with me and not knowing how illogical these ppl can be, didn't want to risk it",illogical,negative
15828,9f43ae8ba8," yeah, its super **** today   Stupid writing!  ugh","yeah, its super **** today   Stupid writing!",negative
15837,4a4b476950,"friday here at last, not much fun when your skint though",not much fun,negative
15838,0bc2e46e4e,  Thanks! My mom's seed is larger and already cracked (and planted). I hope Avalina isn't a dud!,. I hope Avalina isn't a dud!,negative
15839,1594011c6d,Laying in bed til workkk... Oh the life. Definitely pinched a nerve.,Definitely pinched a nerve.,negative
15844,cf961d917e,Its so hard letting her go and seeing her cry.,hard,negative
15846,e7de0750f9,oops! ignore last post  meant to be a direct message!,ignore,negative
15848,f661ccf1f0,Here's a big moan for Dave Leyrock... IM UP IN 8HRS!  pity me! Coloursfest ahoy xo,pity,negative
15849,546e91f948,Boooo Animal collective is already sold out.  Guess I'll be missing that show,missing,negative
15853,8ba644c9bd, The devil you say!  I've been waiting for the Black Widow in movies and now she won't be awesome at all.,w she won't be awesome at all,negative
15855,24bf8c2d06,I hate being yelled and sworn at,hate,negative
15860,e7c2fdcdce," If they recorded it and sent it to people, they obviously meant for it to get out there.  But if they didn't, I feel bad.","But if they didn't, I feel bad.",negative
15862,3a6ca862f5,  im just so lonely right now. maybe SADE GOT ME FEELING LIKE THIS,o lonely,negative
15870,9dd2d0cee9,The new tecas driver license design is ugly,ugly,negative
15871,c87f9557af,I will never eat broadway pizza again.. feelin ill.,feelin ill.,negative
15875,dd96593dee,"#liesboystell Your the only one, I love (they really have several women)","#liesboystell Your the only one, I love (they really have several women)",negative
15888,64452bd15d,I got dropped froma coupla ppl that were following me  **** Detroit Fans!!!,**** Detroit Fans!!!,negative
15892,d0dcbd4559,  I don't think I like this Roy Williams who dissects frogs while still alive &gt;  You look like Chachi from Happy Days,I don't think I like,negative
15894,569fceca58,My stomach effing hurts. Sadly there'll be no gym class this afternoon,My stomach effing hurts. Sadly there'll be no gym class this afternoon,negative
15896,cbe3cce875,My face an my arms. Tragic. Seriously.,My face an my arms. Tragic. Seriously.,negative
15900,81828d16cc,@ the drs. in beverly hills...doctor's scare **** out of me,doctor's scare **** out of me,negative
15904,34f30a2c23,Eating pringles at nearly 1 AM really reminds me  of touring with the Jonas Brothers (don't ask).......I miss that so much....,.I miss that so much.,negative
15905,cdbafb4641,I am sad today,sad,negative
15908,5a1e5a4cc8,"throat is reallyyyyy sore , i can barely talk",sore,negative
15912,2ffe48e341,.  he's in bed sick. Heavy fever. Went to dr's. Part of the reason i'm watching Aladdin 2 now and still haven't been fed,.  he's in bed sick. Heavy fever. Went to dr's. Part of the reason i'm watching Aladdin 2 now and still haven't been fed,negative
15919,93b6f1ee3e, No kidding there! Ugh ... One thing I know for sure - it won't be me showing the property this weekend,No kidding there! Ugh,negative
15920,708b41b0c8," I don't think I am, my sisters refusn to get me a ticket now.  what you doing next week?","I don't think I am, my sisters refusn to get me a ticket now.",negative
15924,19e954ad9f,"I'm at Cobra, Mexican bird flu hub/**** bar, and hate when they play the 80's mix. Oh ****, FREEZE FRAME",hate,negative
15925,bd7ce9d236,"I hate: midgets! Smfh! Had a dream I was fightin 1 LN in Boston Market, turbull! He kept head bunting me",hate:,negative
15928,337490d6a2,New picture  bored.,New picture  bored.,negative
15929,b7e2fef42e,just called Toyota. Car won't be ready til 5.,won't be ready til 5.,negative
15930,04b6ddc2da,_2890 Nt able to follow anyone  friendorfollow.com here i come!!! #itsucks,#itsucks,negative
15933,51b24e0c02,thinks someone may have keyed her car.  Big scratches on the hood.,scratches,negative
15936,fba4c01756,NOW IM SAD BUT IM NOT GIVING IN FIRST..I DIDNT DO NOTHING!!!!    :**-(,SAD,negative
15937,5caef4175a,Why can't i find any jewellry for my dressssss?,Why can't i find,negative
15942,edec74f889," yeah i know hun, spammers seem to move fast though, already had two in first few minutes of posting.  Block 'em","spammers seem to move fast though,",negative
15944,66a07dff32, I was sleep for all that and missed the fun! Hey DG.  lets play another gammme brian,missed the fun!,negative
15946,f40b3b80ba," Omg. I am so sorry. Sorry, I never know what to say","Omg. I am so sorry. Sorry,",negative
15950,6a820dfeec,I HATE FLORISTS  No rose for cassadee tomorrow now =/ fricken **** florist people ={ hmm..need something else...hmm...,I HATE FLORISTS  No rose for cassadee tomorrow now =/ fricken **** florist people ={ hmm..need something else...hmm...,negative
15952,747a62d3c6,"(cont.) Small children are not puppies. And cleche sarcasm is so annoying. Bcreative, but then again, that's too harrd",annoying.,negative
15955,93338c8415," Yeah, that was my thumb last night. Sorry",Sorry,negative
15977,dcd333225e, yeah same here... I have a bit of headache too... ick,headache,negative
15978,b31486f8c0,How did Day 26 go from a good budget video (imma put it on her) to such a low budget video (Stadium Music) The end may be near for them,such a low budget video,negative
15981,eefadf413d, omgsh i know  i'm dealing with that rite now. its no fun!,. its no fun,negative
15982,45d0e20f00,ummm. no it didnt work so i guess im stuck with this uglyonee,i guess im stuck with this uglyonee,negative
15984,7a84d2a487,"Man, my sinuses r really buggin me this morning",buggin,negative
15997,3fcea4debc, which case? I got a new one last week and I'm not thrilled at all with mine.,d I'm not thrilled at all with mine.,negative
16007,533c72cf1f,lousy **** landlord.   need to focus on kid's packing but cant . nevermind sew sleeping bag,need to focus on kid's packing but cant,negative
16010,551461ea1d,is going home... I've seriously had enough,I've seriously had enough,negative
16015,21ace14664,last night in cork  and come tomorrow i wont even remember it... double sad face  haha... in the words on lily allen.. NOT FAIR!,sad,negative
16018,7fd422900b, I GET IT.  YOU ESPLAINED IT TO ME AWHILE AGO.,I GET IT.,negative
16019,7279ef52d3,_intruder well said...please take him off my hands..i can't cope !!!! Set that fox on him,i can't cope,negative
16021,c8fedd6f7e,head hurts and I feel sick  and I have to go to work tomorrow,head hurts and I feel sick,negative
16022,6b9213581e,in a very stress mood,in a very stress mood,negative
16029,b3cae5cd5b," Guilt trips, feeling sick, pressure. stress and too much drama","sick,",negative
16031,de3ca8af2a,i have the song here comes goodbye stuck in my head not a good song to be singing considering my situation,not a good song,negative
16037,291e9d5727,So bored... need more people for rsmv !!  jagex doesn't let u say RSMV unless its the first word u say in the sentence.. sad,sad,negative
16041,6c385f080b,Oh darn. Lost another follower.,darn.,negative
16042,dd22639f70,  no way! **** that sucks B!  are you ok?,no way! **** that sucks B!  are you ok,negative
16047,02f750f49c, Yeah. About **** time. My film SLR just sits there quietly being ignored. It's time to step up!,ignored.,negative
16050,65d7e927af," the movie Tym... So sad, I was crying non-stop.","sad,",negative
16053,7c9e2a1054,wtf come i need this day to go by,wtf,negative
16055,0cc16f71b1,There are bugs attacking my laptop,There are bugs attacking my laptop,negative
16058,e4dd50f35f,"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in!  ****!",****!,negative
16059,6f34b79a49, that wasn't nice,wasn't nice,negative
16061,8f5858051b,finally some effing internet! i effin need to update the wifi in SG malls. Idk how  i miss dada and craigie......,i miss dada,negative
16065,e9ffb3f1cc, Lol Only if you make me that cookie.  I'll hit you up.,I'll hit you up.,negative
16071,cdeaa93be4,  sucks,sucks,negative
16075,521d5dd501," I bet you received lots of hit from that tweet; at work i cannot, wish i could","I bet you received lots of hit from that tweet; at work i cannot, wish i could",negative
16085,0adf28c5a1,feels very very sick  hmph.,sick,negative
16090,830204562f, waaaaayyyyy too hot for that,too hot,negative
16093,291f09f950, I'm jealous. I have so let it slip what with the baby and all. Not sure I could even do a half right now,I'm jealous.,negative
16096,8d95271054,"****, hi Facebook ? what's wrong with you ? can't add photos",what's wrong with you,negative
16097,bd77c9d757,Back to work.  Extremely slow now that start up's over.,slow,negative
16098,21d1fd0e6a,Hey #rda2009cla presentation was too large to post!  sorry   (From rules to entities: cataloguing with RDA live &gt; http://ustre.am/2j3l),Hey #rda2009cla presentation was too large to post!  sorry,negative
16099,f5aed79c19,gutted - the handbag I wanted has been sold!,gutted -,negative
16102,f01bf7972a," Hey, sorry I didn't get in touch sooner! We didn't go by Bologna. It was out of our way","Hey, sorry I didn't get in touch sooner!",negative
16109,e3e889b440,"has spent the last two weeks attempting to grow a beard (from scratch), but fears it may look a bit rubbish...  http://twitpic.com/66tyb",rubbish..,negative
16112,1843fd7f75,I really need to invest in an elliptical machine... Running with shin splints sucks!!,splints sucks!!,negative
16113,bfcac206a0,ok nevermind. photo was set to private. sorry.,sorry.,negative
16118,142f9472fc,Meeting up with Karen and the boys for some drinks at The Dock!!!  All I wanna do is drink though..    **** it like Andrea said! Haha,fo,negative
16124,e741cc9d96,I wanted to see the story on ACORN tonight on Glen Beck but I missed it,missed,negative
16126,54e7ed4016, i am sorry i don't like girls ~that way,sorry,negative
16128,421d22b5e1,no eggs today ... shame was looking forward to a egg and bacon sandwich,shame,negative
16133,60d0bb5840,Slipped up and caught the flu  feeling like poop!,feeling like poop!,negative
16135,3ddb3dd806,It's hella itchy!  http://twitpic.com/66m7f,It's hella itchy!,negative
16136,0ea3d93793,Sitting in on a Friday Night Bored,Bored,negative
16139,129afe6213,I just told the people that matters the most to me to just leave me alone... I **** up again.,****,negative
16144,575735ea79,There's a spider in my room. Save me...,There's a spider in my room. Save me...,negative
16145,5dbccb0df0,: eww. dislike,: eww. dislike,negative
16146,efff84261c,i miss my daddy,miss,negative
16152,f83603a1f2, I'm watching it at the moment  -sighs- and straightening my hair which takes hours as my hair is so curly!!,h takes hours,negative
16154,d46c824953, she was performing at the lifeball in vienna this year but unfortunately i didn't get the chance to see her.,she was performing at the lifeball in vienna this year but unfortunately i didn't get the chance to see her.,negative
16162,4b0eb2c865,"****. have to break my &quot;no work in weekend&quot; rule  so much overloaded with work. aargh, hate it!","rk. aargh,",negative
