,textID,text,selected_text,sentiment
12603,3263423ce3, thanx 4 thee follow,thanx,positive
12604,7b2d60b7b2,Ugh. Going to skool,Ugh. Going to skool,neutral
12605,c9091836ce,"My frist post... Off to find a new car for my parents, exciting!",exciting!,positive
12606,2e6a74b4f7,don't ya just love a free night to catch up on your DVR shows? ANTM here I come...ha ha!,love a free night,positive
12607,d70ed4038d,Gahh ! This weather sucksss !,Gahh ! This weather sucksss !,negative
12608,064802c378, - absolutely loves it....  u r too many things!,loves,positive
12609,08c0ba8bbd,Today was sooo boring in school. I was sleeping all the time,boring,negative
12610,3a2ca6055e, My kids count down the days till Saturday. I hope it's something they remember all of their lives!,hope,positive
12611,0c751dc283, Awww you'll have to post a pic  I bet it'll look dead nice (y),d nice,positive
12612,07c5d24863,Haavent read the paper yet about the magic loss nor did i get to watch the game last night.... But i do know that we lost,lost,negative
12613,706eb3421b, maybe you need to start a &quot;wholey created by evolution&quot; or &quot;wholely composed of matter&quot; flickr group,maybe you need to start a &quot;wholey created by evolution&quot; or &quot;wholely composed of matter&,neutral
12614,5790ae18e2, u witch! im upstate in a **** hick dry county. so no alcohol or ethnic food.  im crying.,u witch! im upstate in a **** hick dry county. so no alcohol or ethnic food.  im crying.,negative
12615,ded5c078aa,i hate getting put on steroids. my face,i hate getting put on steroids.,negative
12616,d2679b98ab,is chilling at home,is chilling at home,positive
12617,50831b3f76,Nice sunny day,Nice sunny day,positive
12618,c76ef2a7e5,I was looking forward to seeing  in Raleigh (fan for 10 years NB too) but scalpers took the tix and sell them for $200  morons,looking forward,positive
12619,4234150169," HAHA Amen! Im sooo **** hungry... And I hate knowing my weekends gonna be ****, when its supposed to be great","I hate knowing my weekends gonna be ****,",negative
12620,162d33e031, glad you could make it,glad you could make it,positive
12621,b30b458b91,"wanna b marie antoinette, cos she had perfect hairdo, fab clothes, n tons of macarons.  Crappy day",Crappy day,negative
12622,f6be0ca187,my feet are cold.....i hate when my feet get cold,my feet are cold.....i hate when my feet get cold,negative
12623,5000ec4a54,I already miss my Mohawk.,I already miss my Mohawk.,negative
12624,2a565ec554," yup, studying. At least I'm trying to. Trying to let the stuff I read enter my brain permanently.","yup, studying. At least I'm trying to. Trying to let the stuff I read enter my brain permanently.",neutral
12625,81876c9769, Hey chick!  When are we going to JA to pick up some hot guys and eat Jerk pork and festival? Well you already have a hot guy,Hey chick!  When are we going to JA to pick up some hot guys and eat Jerk pork and festival? Well you already have a hot guy,neutral
12626,9fcaa348c0,At the reception eating some nasty **** pasta Woot! But other than that its beautiful!,At the reception eating some nasty **** pasta Woot! But other than that its beautiful!,neutral
12627,4cfb2334e2," If I am... so are U, my friend.  HA!  But the thing is... WE make old look GOOD!",.. WE make old look GOOD,positive
12628,9f56c796d9," ah its getting there  still a fair bit to go, but it's coming together fairly well! aw  where are you from?",er fairly well!,positive
12629,b7ba642946,Im liking escape the fate alot tonight.  excited for ESTK      NemoNemesis,Im liking escape the fate alot tonight.  excited for ESTK      NemoNem,neutral
12630,14fe6188f0,Retweeting : Win an AT&amp;T Pantech Matrix Pro http://tinyurl.com/d56mqf - it's easy to enter! so go do it!,Retweeting : Win an AT&amp;T Pantech Matrix Pro http://tinyurl.com/d56mqf - it's easy to enter! so go do it,neutral
12631,28463490be,"TWITTER WILL NOT UPLOAD MY ICON PICTURE  it hates me. Eff this, i'll upload it later",hates,negative
12632,e317a7b29d,"Coldstone with kayla and some fat guys, but she is all that matters",she is all that matters,positive
12633,a971eb9be0," Would love it if you guys toured here, really! Philippines tour?","Would love it if you guys toured here, really! Philippines tour?",neutral
12634,df44ac1933,wants chocolate milkkk,wants chocolate milkkk,neutral
12635,f0726ddd52,"A sunny morning in the Big K, with lawns to mow and a 2 mile to run to attempt, urgh",urgh,negative
12636,2df99bdc6a, that's the only way to get things done. no distractions,that's the only way to get things done. no distractions,neutral
12637,e42f22608c, She! Maybe that was our first mistake.  Not everyone is as cool as   (brown nose moment),mistake.,negative
12638,8df1edcdd3,"GoodMorning. My Father's going balistic, and I'd say more but I'd rather not get beat, so Have a Good Day, and please text me","GoodMorning. My Father's going balistic,",neutral
12639,7800edc31c,The pool doesnt open til tomorrow!,The pool doesnt open til tomorrow!,neutral
12640,7c3ab1edc8,sees the finish line disappearing in a plethora of emails!!!    WAH!,disappearing,negative
12641,55f3aa08a3,  does the Creepy Lolipop guy play head esploder 5  ??,does the Creepy Lolipop guy play head esploder 5,neutral
12642,fbc22efc4d, that sucks.,sucks.,negative
12643,b405b0f16a,im blonding ... slowly but surely im blonding ... i wana scratch my hair but im not allowed,i wana scratch my hair but im not allowed,negative
12644,773b551e0c,On my way to see diplo with my girl kathryn at smartbar!,On my way to see diplo with my girl kathryn at smartbar!,neutral
12645,ca047873ea,have to return my sideways. **** meds and bills.,****,negative
12646,1bc4dabe71," aw no!  yeah I must say, it was very good haha","aw no!  yeah I must say, it was very good haha",neutral
12647,330c8475d1," Anytime! I'm off ~ I can't match your stamina... my nice, warm, comfy bed is calling (screaming) my name...lol Night Ninja!",comfy,positive
12648,635dfca954,is stoked for spring! Amazing wild foods! Nature is abundant~bless up!!!,Amazing,positive
12649,f86533eda4,I nvr wanted May to come to an end,I nvr wanted May to come to an end,positive
12650,74d6ddc804, That version is not compatible with Vista.,That version is not compatible with Vista.,neutral
12651,aee80f7dd0,#BGT  ooooh tooo weird for me,weird,negative
12652,e19d9ed663,"such a long day, heading to bed  . iloveyou &lt;3",iloveyou,positive
12653,537f65a521,"is missing her best friend  commme back kayla, going out in a little while",is missing her best friend,negative
12654,5a95ed997b,"Got caught in the rain with about 7 people  Now, probably just gunna watch Smallville till I fall asleep","Got caught in the rain with about 7 people  Now, probably just gunna watch Smallville till I fall asleep",neutral
12655,968b62c93c,I'm gonna miss them so much  I'm crying right now... :/,miss,negative
12656,50478b34e4,I know I'm already a week behind on FF. Will TRY to get one done today! Called into work 2hrs early due to problems so will be a busy day,problems,negative
12657,f68512137c,had a great day...and now I'm off to bed. tomorrow I'm back in sd,great,positive
12658,c22b152ec3,from here to cyborgs there's but a small leap  - http://www.newscientist.com/article/mg20227065.900,from here to cyborgs there's but a small leap,neutral
12659,c1970069c4,crying so hard.......,crying,negative
12660,ac8da6790c,First Happy Mothers Day  Second what is it that makes us think the way we do? Why do we feel the way we feel? I dont know but i wish i did,Happy,positive
12661,91c62fcf01, Hi frenchie *-* i'll do that...later  :p,Hi frenchie *-* i'll do that...later  :p,neutral
12662,6e56dd0373," hahaha im broke, i need money  sighh.","hahaha im broke, i need money  sighh.",neutral
12663,7ca352a1cf, you are a very naughty woman - we sooo have to meet!,you are a very naughty woman - we sooo have to meet!,neutral
12664,6c56d579ee,I CAME BACK THERE WAS A CAT OUT THERE,I CAME BACK THERE WAS A CAT OUT THERE,neutral
12665,9c2088cec2,I really need to update this more.,I really need to update this more.,neutral
12666,63446bccbb,Watching the Killers on JR. They are awesome. Too late though. They just cut the programme mid song. Twas my favourite too.,They are awesome. Too late though.,neutral
12667,8e636615e7,I don't seem to have any photos of me and my Grandma together for tomorrow. It is heart breaking,heart breaking,negative
12668,2a6b48e176, I thought it was pretty good! I'm not a die hard Trekkie either.,I thought it was pretty good!,positive
12669,f2f7763cfd, lol dammit  well then next time then,dammit,negative
12670,77ca05c1b8,i have to go to the doctor... i don't want to... cause there i can wait sooo long...,i have to go to the doctor... i don't want to... cause there i can wait sooo long...,neutral
12671,d5806cc958,learnt how to drive a manual on the weekend,learnt how to drive a manual on the weekend,neutral
12672,1dee6f26e9,At the DMV uhhhg!,At the DMV uhhhg!,neutral
12673,4144306c53,id be happy thats its friday if i didnt have to work tomorrow  blah,id be happy thats its friday if i didnt have to work tomorrow  blah,neutral
12674,cfe9245188,"No Rockin on the River for me, tonight...","No Rockin on the River for me, tonight...",neutral
12675,c74dbd622d,_l I got excited when I thought that exhibit was in Sydney. But it's not,_l I got excited when I thought that exhibit was in Sydney. But it's not,negative
12676,96e25010ec,"Ach I'm back on t'internet, and  has to go drive her mate somewhere so is w'out internet","Ach I'm back on t'internet, and  has to go drive her mate somewhere so is w'out internet",neutral
12677,ab75ab645f,Too warm!!!,Too warm!!!,neutral
12678,2f3ee6608d,This is not fair... bath again....,not fair...,negative
12679,8731c63d84,I wanna see that movie &quot;Keith&quot; with JMcCartney in it! It looks sooo good. But none of the video stores here carry it,I wanna see that movie &quot;Keith&quot; with JMcCartney in it! It looks sooo good. But none of the video stores here,neutral
12680,3f2395f676, that sucks mama,that sucks mama,negative
12681,48e6b2c0f4," haha, it's okay to be different!","haha, it's okay to be different!",neutral
12682,ea2f9935d8,Just burned my tongue!!,Just burned my tongue!!,negative
12683,db8475bb3f,SBS 2003 or SBS 2008! Damned if you do and damned if you don't!  Fun times at GCH!,Damned if you do and damned if you don't!  Fun times at GCH!,neutral
12684,2a0463352b,that's enough! I'll do nothing for 2 hours.,that's enough! I'll do nothing for 2 hours.,neutral
12685,1a4f7e83c6," sorry again, I don't have a twitter ap on my phone, so I only text to it, I can only reply on the internet for now.","sorry again,",negative
12686,83282b999c,"Christa's Mothers Day card, deep in the build phase.   - Photo: http://bkite.com/07k6e","Christa's Mothers Day card, deep in the build phase.   - Photo: http://bkite.com/07k6e",neutral
12687,ede2f3e11c," I'm grateful that my kids also don't like them, lol.  Textbooks are a tool, not the sole means of education","I'm grateful that my kids also don't like them, lol.  Textbooks are a tool, not the sole means of education",neutral
12688,4714a183be," Have to listen to samples to make sure I'm thinking of the same stuff. Loud, odd, Zorn-y stuff as I recall. Not Mr. Bungle.","Loud, odd,",negative
12689,0138eb47f4," btw, short notice I know, but we're RSVPing no for your party- thanks so much for the invitation, though!  I'm out for 2nite too",thanks,positive
12690,9440d2dc38,"_Deen   looks like a delicious recipe, will try that tonite",looks like a delicious recipe,positive
12691,d0dc5cb56c,is chatting to one of her besties.,is chatting to one of her besties.,neutral
12692,a375dccbbc,On my way to work! I'm runnin late and I'm sooooo tired!,tired!,negative
12693,56856f4254,I'm scared to set the pw on my BB bc I might forget it &amp; end up losing all my data. But yet I have financial info on it. Catch 22,I'm scared,negative
