,frequency,presence
but you have a,1,1.0
will look into that,1,1.0
tell us how they,1,1.0
rocking my socks go,1,1.0
dude what is your,1,1.0
it was their episode,1,1.0
bf went to sears,1,1.0
we re heading to,1,1.0
make space on my,1,1.0
when you have to,1,1.0
lt see ya later,1,2.0
trader joe to closed,1,3.0
quot freedom quot back,1,1.0
the quiz on fb,1,1.0
the pub want more,1,1.0
warm and wet spent,1,1.0
that means you ll,1,1.0
nt do drugs though,1,1.0
any more tai tv,1,1.0
quot cute sundress quot,1,1.0
at work again when,1,1.0
playing old episodes of,1,5.0
i kinda wish i,1,2.0
in the sun but,1,2.0
doing anything but i,1,1.0
i leave my citeh,1,1.0
who i brought home,1,1.0
i m out looking,1,1.0
cheese with a coffee,1,1.0
in memphis today and,1,1.0
down there will be,1,1.0
parks that might close,1,1.0
quot someone else in,1,1.0
leave for calcuttadelhilucknow tomorrow,1,1.0
to be an awesome,1,8.0
i know eric i,1,1.0
going out and spending,1,1.0
no not to nite,1,1.0
happy birthday to mee,1,1.0
a mention of mariage,1,1.0
outside the house stupid,1,1.0
haha im gon na,1,1.0
before m himself um,1,1.0
my last name coincidence,1,1.0
out tea toast and,1,1.0
twitting quot or quot,1,1.0
deleted within the hour,1,1.0
more context other than,1,1.0
paid for that lol,1,1.0
more coming that was,1,1.0
be the new attempt,1,1.0
fall in love with,1,1.0
but it will be,1,1.0
s day ca nt,1,2.0
no plans for the,1,1.0
little i can only,1,1.0
just bought tickets for,1,1.0
it fun cause i,1,1.0
are addicted half my,1,1.0
the perfect funny friend,1,1.0
too much food at,1,1.0
you people are missing,1,1.0
or black dress both,1,1.0
texting just tried tweetshrinking,1,1.0
updates more to goo,1,1.0
get ryan s show,1,1.0
help me find it,1,1.0
of it tbh xd,1,1.0
nite i got a,1,1.0
snapp look who i,1,1.0
i like them all,1,1.0
anyone who needs to,1,1.0
the sunshine the only,1,1.0
to miss him so,1,1.0
sounds bad inbruges is,1,1.0
dunno what happened just,1,7.0
day of quot freedom,1,1.0
plan for hot tomorrow,1,1.0
any min now nope,1,1.0
if you like the,1,1.0
when i miss out,1,1.0
s i love i,1,1.0
i called your cell,1,1.0
the forth be with,1,1.0
quot her s before,1,1.0
now ugh hopefully this,1,1.0
beer for me URL,1,1.0
karla not the best,1,1.0
fau fire steet party,1,1.0
posts posted to the,1,1.0
had one but apparently,1,1.0
how my mom was,1,1.0
a dodgy neighbourhood and,1,1.0
my present this morning,1,1.0
fort collins to close,1,1.0
the bed it s,1,1.0
properly when checked i,1,1.0
sleep for more than,1,1.0
little tierd a bit,1,1.0
and hang out in,1,1.0
have anything to download,1,1.0
seamless transfer of blog,1,1.0
too much going on,1,1.0
girl and be more,1,3.0
URL and sign up,1,1.0
illi chili and shalonda,1,1.0
i have a gentleman,1,1.0
shame i ca nt,1,1.0
want is to see,1,1.0
nt allowed on fb,1,1.0
dc tomorrow photo trippin,1,1.0
yea d means direct,1,1.0
m c t i,1,1.0
i always end up,1,1.0
a look at this,1,1.0
was sitting on it,1,1.0
this small lol him,1,1.0
it s his birthday,1,1.0
a table readyy fo,1,1.0
m eating eggwhites right,1,1.0
to be tiring its,1,1.0
content with my life,1,1.0
a breath next tuesday,1,1.0
people to buy your,1,1.0
need to remember what,1,1.0
for my dad s,1,1.0
deep dish glad to,1,1.0
night watching my little,1,1.0
pray me lord knows,1,1.0
for those stealth skillz,1,1.0
other day was wearing,1,1.0
back in sj star,1,1.0
need some new friends,1,2.0
need to hit the,1,1.0
nt want to watch,1,1.0
time for bed up,1,1.0
watching supernatural whilst waiting,1,3.0
fair my poor tiger,1,1.0
thing happen to me,1,1.0
certain which show you,1,1.0
amp noodles thing smashed,1,1.0
the stuff i got,1,1.0
and classier she s,1,1.0
steph i hope things,1,2.0
me real quick cause,1,1.0
meet sorcha sorcha dany,1,1.0
miss thee blond here,1,1.0
going to the hairdressers,1,1.0
and killed em another,1,1.0
good morning today is,1,1.0
nt find her favorite,1,1.0
know where i am,1,1.0
gareths bday all my,1,1.0
be able to take,1,1.0
so you wo nt,1,1.0
docs are getting younger,1,1.0
am jealous ur koi,1,1.0
except he is not,1,1.0
puke mess poor pumkpin,1,1.0
does it soon and,1,1.0
bac to tennessee quot,1,1.0
just joined twitter hiya,1,1.0
in bed soon as,1,1.0
out of the outfield,1,1.0
do let me know,1,1.0
u dont know amp,1,1.0
and that prob wont,1,1.0
your butts to bed,1,1.0
the weekend btw i,1,1.0
m going to spend,1,1.0
are no good tumors,1,1.0
sweating but i didnt,1,1.0
didnt say goodnight to,1,1.0
paint it like what,1,1.0
for now just popped,1,1.0
do nt know that,1,1.0
drinking tonight drinking away,1,1.0
ta do them in,1,1.0
here s your background,1,1.0
i guess we will,1,1.0
got a lil sad,1,1.0
although it seemed really,1,1.0
ha im so glad,1,1.0
him tonight and i,1,1.0
now to try and,1,1.0
added it but it,1,1.0
to post pictures tom,1,1.0
card but im on,1,1.0
ur eyes all that,1,1.0
figuring out this new,1,1.0
day someone should enjoy,1,1.0
not to drink anymore,1,1.0
today dd and i,1,1.0
so fun though got,1,1.0
leisure bay beach i,1,1.0
is lighter than it,1,1.0
presence in a minute,1,1.0
pics should be up,1,1.0
will check it out,1,1.0
can get back to,1,1.0
on it collecting dust,1,1.0
card like this one,1,1.0
forward to your new,1,1.0
likes boiled peanuts t,1,1.0
well i ll see,1,1.0
sleep for another couple,1,1.0
with ice cream right,1,1.0
it right now they,1,2.0
get my morning coffee,1,1.0
it s pretty warm,1,1.0
the cat about the,1,1.0
cuz i just watched,1,1.0
s your background let,1,1.0
shows going your bound,1,1.0
to me two nights,1,1.0
he meant this pic,1,1.0
toggling in and out,1,1.0
doggone it i only,1,1.0
those cars before he,1,1.0
to my brother s,1,1.0
a year old today,1,1.0
ve been holding a,1,1.0
now you know you,1,1.0
but i got ta,1,1.0
phone is so stubborn,1,1.0
the house instead of,1,1.0
cool a lil twisted,1,1.0
no more half half,1,1.0
a cap for jesus,1,1.0
and not to cold,1,1.0
but not able to,1,2.0
i want to live,1,1.0
didnt go i would,1,1.0
at olympic village watching,1,1.0
ya does nt follow,1,1.0
with aa working doubles,1,1.0
bad celtics won but,1,1.0
if you ordered a,1,1.0
feel ugly all the,1,1.0
to you in ages,1,1.0
mommy s gift for,1,1.0
shoot my other half,1,1.0
with christian tonight gon,1,1.0
a random phone pic,1,1.0
amp lots of smiley,1,1.0
is out to get,1,1.0
and relax at four,1,1.0
no bris pastors are,1,1.0
the star trek movie,1,1.0
yeaa i just got,1,1.0
hello momol hahahahaha URL,1,1.0
with when they were,1,1.0
what re your plans,1,1.0
wish i can give,1,1.0
from the sunshine coast,1,1.0
with toys anymore i,1,1.0
so i could get,1,1.0
mum to lunch for,1,1.0
way you could pop,1,1.0
music box when mariah,1,1.0
off on star tours,1,1.0
i lured two more,1,1.0
quick update grace you,1,1.0
out of beer at,1,1.0
be a good guy,1,1.0
realized that im going,1,1.0
you amongst the crowd,1,1.0
i d like but,1,1.0
cell reception is notoriously,1,1.0
a rocket to the,1,1.0
taking my brother to,1,1.0
in gym last breakfast,1,1.0
wowza only the second,1,1.0
need some help to,1,1.0
lol i hate when,1,1.0
how i miss dude,1,1.0
same days that people,1,1.0
keeps makingfun of my,1,2.0
me talk all day,1,1.0
w a drip stand,1,1.0
feel badly some neaby,1,1.0
do nt panic big,1,1.0
m bored extremely bored,1,1.0
iemoticons from the appstore,1,1.0
fb friends are friending,1,1.0
nt believe the price,1,1.0
am the dinghy being,1,1.0
im busy next weekend,1,1.0
tweeting haha philippines tour,1,1.0
your a twitter friend,1,1.0
though is out sorry,1,1.0
scan starts oh well,1,2.0
i do nt turn,1,1.0
at the tesla dealership,1,1.0
with kayla johnathan and,1,1.0
was broken i still,1,1.0
if having it where,1,1.0
dad around today but,1,1.0
the quot do not,1,1.0
have a short stakc,1,1.0
boring me this year,1,1.0
that i wont make,1,1.0
go head first we,1,1.0
i m talking itunes,1,1.0
look smashing darling is,1,1.0
tell me when u,1,1.0
make me go stalker,1,1.0
quot so but yeah,1,1.0
to your health but,1,1.0
bens trying to get,1,1.0
pays for the other,1,1.0
m medal drivin home,1,1.0
i really dont want,1,1.0
i find someone to,1,1.0
waiting at the car,1,1.0
manager switched my schedule,1,1.0
going anywhere sunday is,1,1.0
david and a stroppy,1,1.0
the better bound to,1,1.0
to the land of,1,1.0
gots to go out,1,1.0
any of that stuff,1,1.0
rush hour to make,1,1.0
me think take me,1,1.0
up tomorrow arrive proximately,1,1.0
at like then go,1,1.0
for breakfast hmm im,1,1.0
and the doc better,1,1.0
little bit the drink,1,1.0
i should be doing,1,1.0
my mate here is,1,1.0
the floor in the,1,2.0
to got to twitter,1,1.0
he could nt even,1,1.0
into the big wide,1,1.0
replacing it with quot,1,1.0
if i still lived,1,1.0
tix so i have,1,1.0
have a password for,1,1.0
to check my grades,1,1.0
statue in the venetian,1,1.0
a palm now i,1,3.0
my apple and i,1,2.0
here dunno if my,1,1.0
cruising to the wcf,1,1.0
again been up for,1,1.0
jimmy f delete all,1,1.0
morning i m in,1,1.0
need to pass the,1,1.0
in tennessee p jk,1,1.0
on arkham asylum is,1,1.0
more than ticket online,1,1.0
all just have to,1,1.0
is the naiv part,1,1.0
instead i m taking,1,4.0
me negative comments get,1,1.0
i def want a,1,1.0
problem with it but,1,1.0
go duster shopping in,1,1.0
got locked out my,1,1.0
if there is one,1,1.0
to give their input,1,1.0
you regarding blogging while,1,1.0
marked for followup on,1,1.0
no tweeting today no,1,1.0
first tooth came out,1,1.0
to eddie izzard now,1,1.0
talking to you amp,1,1.0
soon as i start,1,1.0
out hehe try again,1,1.0
to ok soft moment,1,1.0
is not getting her,1,1.0
says hours to go,1,1.0
this girl that urk,1,1.0
day being an unpaid,1,1.0
at la bootay wheres,1,1.0
you did was get,1,1.0
star wars day may,1,1.0
d quot me sigh,1,1.0
because its just too,1,1.0
tasks to approach strangers,1,1.0
ah not doing cbeebies,1,1.0
out showin off their,1,1.0
garden in camerabag s,1,1.0
to not have to,1,1.0
fine as far as,1,1.0
is starting to feel,1,1.0
heyy told me to,1,1.0
office and now it,1,1.0
for bon iver next,1,1.0
shoulder to stop hurting,1,1.0
be gt may need,1,1.0
one of those daze,1,1.0
but that s an,1,1.0
i needed to speak,1,2.0
wherever u go always,1,1.0
to all the beautiful,1,1.0
schuhz and arabyrd now,1,1.0
then freedom until another,1,1.0
after hrs with aa,1,1.0
that troy quot tbag,1,1.0
boo it was good,1,2.0
sorry for the delayed,1,1.0
a lazy day hehe,1,1.0
chotachota stuff released by,1,1.0
im moving to canada,1,1.0
gah did nt realize,1,1.0
sitting in the library,1,1.0
know why it did,1,1.0
get any better i,1,1.0
town guess i ll,1,1.0
but i still want,1,1.0
detroit only grand rapids,1,1.0
took the mattress i,1,1.0
that studied archetypes in,1,2.0
is nt actually so,1,1.0
lots of sales but,1,1.0
screen maybe more effective,1,1.0
you with the jonas,1,1.0
change to talktalk home,1,1.0
call from you go,1,1.0
thinking what song to,1,1.0
the boss bugging me,1,1.0
writing a rock opera,1,1.0
they re realistic but,1,1.0
get developement teams does,1,1.0
tx me i have,1,1.0
do best riding my,1,1.0
baked tahong it s,1,1.0
this is a bad,1,1.0
milk for my cookies,1,1.0
just tossed them thinking,1,1.0
bob played brixton at,1,1.0
i m up to,1,1.0
i do not break,1,1.0
of my entire trip,1,1.0
there but he apparently,1,1.0
took less than mn,1,1.0
girl wants with mom,1,1.0
kind of trouble i,1,1.0
windows clubhouse but my,1,1.0
got this custom designed,1,1.0
do nt do any,1,1.0
know tupac lyrics too,1,1.0
my brain back in,1,1.0
my iphone i got,1,1.0
s the best but,1,1.0
one s gone to,1,1.0
nt rez objects and,1,1.0
i have weeks left,1,1.0
little while ago i,1,1.0
is called xbox720 how,1,1.0
can you breathe ok,1,1.0
getting to bed before,1,1.0
the curler my hands,1,1.0
for more info email,1,1.0
backup wives in case,1,1.0
early tomorrow fml but,1,1.0
bwahahaha i love you,1,1.0
what i am i,1,1.0
or seafood really but,1,1.0
it to michigan for,1,1.0
much for the followfriday,1,1.0
intelligent only if nobody,1,1.0
wears the same shirt,1,1.0
just between u and,1,1.0
my lip pierced for,1,1.0
how bad traditional quot,1,1.0
do printed onesies for,1,1.0
rug really tied the,1,1.0
mom is laser tagging,1,1.0
birthday yet i need,1,2.0
up i hate moving,1,1.0
tomorrow night the depot,1,1.0
apple pie check cupcakes,1,1.0
da futurshow hard game,1,1.0
your not following me,1,1.0
as much protein as,1,1.0
from challenger for the,1,1.0
we have a saying,1,2.0
with my life at,1,1.0
most people have their,1,1.0
all having an amazing,1,1.0
to add a style,1,2.0
random word poetry and,1,1.0
wash your feet and,1,1.0
at any given time,1,1.0
wars i ll probably,1,1.0
exist if it were,1,1.0
tunnel is wide enough,1,1.0
heh when i moved,1,1.0
never anything on tv,1,1.0
the nkotb contest that,1,1.0
obama i have to,1,1.0
new to twitter and,1,1.0
but i wont be,1,1.0
to go another night,1,1.0
if the car holds,1,1.0
centro dies i have,1,1.0
out tonite tho ee,1,1.0
the youtube video is,1,1.0
uber but he has,1,1.0
a shower and some,1,1.0
amusing me is my,1,1.0
i didntb even let,1,2.0
tuesday afternoon to put,1,3.0
funny but u right,1,1.0
that mad men season,1,1.0
checked library website and,1,1.0
itt im not sick,1,1.0
think your the only,1,1.0
going to bed its,1,1.0
days of this month,1,1.0
day short i did,1,1.0
is celebrating her birthday,1,1.0
time ta ta twitterworld,1,1.0
i didnt get a,1,1.0
when it s up,1,1.0
some people actually really,1,1.0
hsbc savings apy dropped,1,1.0
driven to be in,1,1.0
for us like quot,1,1.0
but even that option,1,1.0
amp URL see you,1,1.0
of home pi m,1,1.0
ya ll both in,1,2.0
s show online what,1,1.0
that you re breaking,1,1.0
week another org change,1,1.0
same thing happens to,1,1.0
which should be my,1,1.0
homie lili and i,1,1.0
so many wires to,1,12.0
m spinning at the,1,1.0
oh ps i got,1,1.0
tonight mm i m,1,1.0
but i feel bad,1,1.0
and have a shower,1,1.0
minneapolis doing some homework,1,1.0
need to be sleeping,1,3.0
hook me up lol,1,1.0
out murder s in,1,1.0
loving this sunshine and,1,1.0
little rainbow i like,1,2.0
even when we re,1,1.0
i just see a,1,1.0
be home in a,1,3.0
at lol wtf must,1,1.0
heart seriously wow i,1,1.0
well hope it s,1,1.0
a page that does,1,1.0
back through the woods,1,1.0
are you rooting for,1,1.0
outta bathroom passes maybe,1,1.0
pug buy me one,1,1.0
god you did nt,1,2.0
charming i love the,1,1.0
tinh twitter tr l,1,1.0
my bra on more,1,1.0
now i have welts,1,1.0
but thank goodness though,1,1.0
an exhausting but a,1,1.0
and tomorrow at taipei,1,1.0
cant send the dream,1,1.0
congrats im still jobless,1,1.0
removed i have a,1,1.0
have tickets worth about,1,1.0
twitter to ask such,1,1.0
already on everyone elses,1,1.0
if its not today,1,1.0
winning shortstack i almost,1,1.0
forced to watch that,1,1.0
training class need to,1,1.0
swollen face thank god,1,1.0
if it were nt,1,1.0
to you later ok,1,1.0
gon na miss thick,1,1.0
you and you re,1,1.0
to go get him,1,1.0
a harddrive and get,1,1.0
fika i ll pray,1,1.0
ca nt start this,1,1.0
u used to be,1,1.0
dream home to also,1,1.0
do both since i,1,1.0
m just jealous cuz,1,1.0
gosh pass the tissue,1,1.0
does nt like my,1,1.0
maybe cause you look,1,1.0
a shower after much,1,1.0
hopefully going to see,1,1.0
casserole domestic or what,1,1.0
talks to quot god,1,1.0
and do nt want,1,1.0
you off top spot,1,1.0
i will remember that,1,1.0
try to rent one,1,1.0
nt panic big topman,1,1.0
s still up the,1,1.0
i know i need,1,1.0
obviously living in alaska,1,1.0
sunday for quest lol,1,1.0
thing she said means,1,1.0
to tmobile she paying,1,1.0
short i did nothing,1,1.0
m making a logo,1,1.0
your blog s rss,1,1.0
photowalkingutah google calendar with,1,1.0
champagne lets see how,1,1.0
getting a bit twitchy,1,1.0
from china amp back,1,1.0
new moon trailer will,1,1.0
taltal but it was,1,1.0
yard sales large dog,1,1.0
sent home a couple,1,1.0
the dashboard that is,1,1.0
knew you had one,1,1.0
m pretty sure isis,1,5.0
nuggets finish them for,1,1.0
wants to come over.i,1,1.0
thats what you get,1,1.0
all of the quot,1,1.0
packed three people deep,1,1.0
to do it later,1,1.0
work since i am,1,1.0
sunday and mother s,1,1.0
go see a heart,1,1.0
out a few min,1,1.0
girl with kaleidoscope eyes,1,1.0
spray paint yr yard,1,1.0
on days still no,1,1.0
to keep it on,1,1.0
again for more tests,1,1.0
lots of new beads,1,1.0
welp congrats on the,1,1.0
are going come follow,1,1.0
day in this apartment,1,1.0
fans at miller park,1,1.0
and i am catching,1,1.0
one but i could,1,1.0
i been followin u,1,1.0
attraction some assembly action,1,1.0
i was so starving,1,1.0
morning and aliens are,1,1.0
it takes me to,1,1.0
sorry nintendo but if,1,1.0
the name what kind,1,1.0
a trending topic be,1,1.0
at am yuk i,1,1.0
spain surely ruth lorenzo,1,1.0
anything close anytime soon,1,1.0
grey s house is,1,1.0
the seizure inducing show,1,1.0
one more man tells,1,2.0
for once after a,1,1.0
couple od days when,1,1.0
like super short i,1,1.0
you i am tired,1,1.0
finishing up my last,1,1.0
need to come over,1,1.0
think it was as,1,1.0
a new lawnmower yeah,1,1.0
lol headed with and,1,1.0
house for an o,1,1.0
great guy and enthusiastic,1,1.0
know so many words,1,1.0
this wedding are nt,1,1.0
to jfk again should,1,1.0
stop amp for tumors,1,1.0
i m not allowed,1,1.0
drive my dad around,1,1.0
because nobody will hire,1,1.0
truck how cool is,1,1.0
have our moments of,1,1.0
playoffs so l.a is,1,1.0
you did you get,1,2.0
i couldnt come to,1,1.0
a sleeper should nt,1,1.0
amp did nt have,1,1.0
have to find a,1,1.0
local comic store that,1,1.0
afford the dr this,1,1.0
it s not much,1,1.0
till and back in,1,1.0
but only fell asleep,1,1.0
spare out of the,1,1.0
are eh well back,1,1.0
someone with an axe,1,1.0
backround then settings gt,1,1.0
do maintenance i ca,1,1.0
tired i really need,1,1.0
kitty but batty is,1,1.0
be there i want,1,1.0
forgot it ll probably,1,1.0
time and family is,1,1.0
younger these days.can u,1,1.0
when kindle came out,1,1.0
weight from last year,1,1.0
hey i ll be,1,1.0
up faster these days,1,1.0
